Scenario,ReturnPeriod,Climate,Maintenance,Region,Mode,Asset,Baseline_Value,RingBunds_Value,Reduction_Absolute,Reduction_Percentage
25_present_perfect,25,present,perfect,Larkana,Exp,buildLow56,1936872,1936872,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,buildLow44,1521828,1521828,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,buildHigh,599400,599400,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,telecom,25,25,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,electric,42600,42600,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,railways,2340,2340,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,hospitals,0,0,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,bhu,0,0,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,schools,37,37,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,roads,148770,148770,0,0.00
25_present_perfect,25,present,perfect,Larkana,Exp,hydraulic,0,0,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,crop,3349288.8,3349288.8,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,buildLow56,13399344,13399344,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,buildLow44,28672807.68,28672807.68,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,buildHigh,7220491.2,7220491.2,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,telecom,19166.82,19166.82,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,electric,13770,13770,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,railways,1472310,1472310,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,hospitals,0,0,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,bhu,0,0,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,schools,137122.14,137122.14,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,roads,2116530,2116530,0,0.00
25_present_perfect,25,present,perfect,Larkana,Dmg,hydraulic,0,0,0,0.00
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,crop,137066.58,135369.63,1696.9499999999825,1.24
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,buildLow56,16086168,13441680,2644488,16.44
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,buildLow44,12639132,10561320,2077812,16.44
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,buildHigh,2938500,1600200,1338300,45.54
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,telecom,41,34,7,17.07
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,electric,320160,305340,14820,4.63
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,railways,29130,24960,4170,14.32
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,hospitals,10,10,0,0.00
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,bhu,22,20,2,9.09
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,schools,295,261,34,11.53
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,roads,741120,698820,42300,5.71
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Exp,hydraulic,48630,48630,0,0.00
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,crop,158870705.4,157408435.8,1462269.599999994,0.92
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,buildLow56,308660133.6,271357884,37302249.600000024,12.09
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,buildLow44,679094178.04,598784617.72,80309560.31999993,11.83
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,buildHigh,65167460.55,41853909.6,23313550.949999996,35.77
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,telecom,37500.3,35833.62,1666.6800000000003,4.44
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,electric,1252989,1248939,4050,0.32
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,railways,47296890,42695280,4601610,9.73
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,hospitals,502651.7,502651.7,0,0.00
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,bhu,142026.3,134742.9,7283.399999999994,5.13
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,schools,3630774.89,3299768.65,331006.2400000002,9.12
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,roads,33009174,32132592,876582,2.66
25_present_perfect,25,present,perfect,Qambar Shahdadkot,Dmg,hydraulic,1563030,1563030,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,crop,28258.29,28258.29,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,buildLow56,2746800,2746800,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,buildLow44,2158200,2158200,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,buildHigh,1029600,1029600,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,telecom,33,33,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,electric,76470,76470,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,railways,5910,5910,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,hospitals,1,1,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,bhu,3,3,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,schools,44,44,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,roads,299010,299010,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Exp,hydraulic,0,0,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,crop,6640286.4,6640286.4,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,buildLow56,12545215.2,12545215.2,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,buildLow44,26880733.44,26880733.44,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,buildHigh,8350804.35,8350804.35,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,telecom,5000.04,5000.04,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,electric,7776,7776,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,railways,3021570,3021570,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,hospitals,0,0,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,bhu,0,0,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,schools,176792.4,176792.4,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,roads,3190374,3190374,0,0.00
25_present_perfect,25,present,perfect,Shikarpur,Dmg,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,crop,482936.76,479936.79,2999.9700000000303,0.62
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,buildLow56,57277080,52313688,4963392,8.67
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,buildLow44,45003420,41103612,3899808,8.67
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,buildHigh,15367500,12072600,3294900,21.44
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,telecom,290,269,21,7.24
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,electric,1392930,1360800,32130,2.31
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,railways,169290,162750,6540,3.86
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,hospitals,19,19,0,0.00
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,bhu,84,80,4,4.76
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,schools,873,812,61,6.99
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,roads,3510480,3382560,127920,3.64
25_present_redcapacity,25,present,redcapacity,TOTAL,Exp,hydraulic,156930,156930,0,0.00
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,crop,570873897,567276543.9,3597353.100000024,0.63
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,buildLow56,1208296958.4,1104637262.4,103659696,8.58
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,buildLow44,2810359449.22,2572240834.95,238118614.26999998,8.47
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,buildHigh,526855344.3,412948636.65,113906707.65000004,21.62
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,telecom,3124608.33,2881273.05,243335.28000000026,7.79
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,electric,13250790,13004388,246402,1.86
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,railways,269944020,259642980,10301040,3.82
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,hospitals,1125819.4,1125819.4,0,0.00
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,bhu,683425.7,668858.9,14566.79999999993,2.13
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,schools,12339900.46,11409373.28,930527.1800000016,7.54
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,roads,186129576,178984188,7145388,3.84
25_present_redcapacity,25,present,redcapacity,TOTAL,Dmg,hydraulic,6925950,6925950,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,crop,173829.24,172526.4,1302.8399999999965,0.75
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,buildLow56,21136248,19157040,1979208,9.36
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,buildLow44,16607052,15051960,1555092,9.36
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,buildHigh,7356600,5510700,1845900,25.09
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,telecom,99,85,14,14.14
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,electric,489540,475620,13920,2.84
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,railways,40470,40470,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,hospitals,2,2,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,bhu,30,28,2,6.67
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,schools,315,295,20,6.35
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,roads,1198500,1129170,69330,5.78
25_present_redcapacity,25,present,redcapacity,Dadu,Exp,hydraulic,65820,65820,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,crop,287464498.2,285330810.6,2133687.5999999642,0.74
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,buildLow56,612694000.8,553861778.4,58832222.399999976,9.60
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,buildLow44,1450092074.12,1308238107.28,141853966.8399999,9.78
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,buildHigh,315650884.5,227824624.35,87826260.15,27.82
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,telecom,1812097.83,1570429.23,241668.6000000001,13.34
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,electric,6927120,6686145,240975,3.48
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,railways,44571150,44571150,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,hospitals,64288.14,64288.14,0,0.00
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,bhu,366597.8,359314.4,7283.399999999965,1.99
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,schools,6440540.68,5937451.97,503088.70999999996,7.81
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,roads,85495338,79892136,5603202,6.55
25_present_redcapacity,25,present,redcapacity,Dadu,Dmg,hydraulic,3794040,3794040,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,crop,75258.54,75258.54,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,buildLow56,8323056,7984368,338688,4.07
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,buildLow44,6539544,6273432,266112,4.07
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,buildHigh,1083600,972900,110700,10.22
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,telecom,34,34,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,electric,235080,231690,3390,1.44
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,railways,58920,56550,2370,4.02
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,hospitals,2,2,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,bhu,17,17,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,schools,116,109,7,6.03
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,roads,598470,582180,16290,2.72
25_present_redcapacity,25,present,redcapacity,Jacobabad,Exp,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,crop,32938903.8,32938903.8,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,buildLow56,85273171.2,77801925.6,7471245.600000009,8.76
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,buildLow44,181438278.91,165597239.81,15841039.099999994,8.73
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,buildHigh,13589715.6,10891315.35,2698400.25,19.86
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,telecom,27500.22,27500.22,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,electric,96714,95337,1377,1.42
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,railways,71243730,65544300,5699430,8.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,bhu,55839.4,55839.4,0,0.00
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,schools,783062.61,686630.39,96432.21999999997,12.31
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,roads,11835720,11171520,664200,5.61
25_present_redcapacity,25,present,redcapacity,Jacobabad,Dmg,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,crop,40377.33,40377.33,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,buildLow56,5090400,5090400,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,buildLow44,3999600,3999600,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,buildHigh,2150100,2150100,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,telecom,54,54,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,electric,172110,172110,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,railways,26130,26130,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,hospitals,4,4,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,bhu,9,9,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,schools,57,57,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,roads,452850,452850,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Exp,hydraulic,42480,42480,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,crop,78203753.1,78203753.1,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,buildLow56,166864168.8,166864168.8,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,buildLow44,425069061.12,425069061.12,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,buildHigh,114873356.25,114873356.25,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,telecom,1217509.74,1217509.74,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,electric,4933467,4933467,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,railways,95802750,95802750,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,hospitals,558879.56,558879.56,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,bhu,118962.2,118962.2,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,schools,1165246.9,1165246.9,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,roads,49651596,49651596,0,0.00
25_present_redcapacity,25,present,redcapacity,Jamshoro,Dmg,hydraulic,1568340,1568340,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,crop,16963.02,16963.02,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,buildLow56,1934856,1934856,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,buildLow44,1520244,1520244,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,buildHigh,207000,207000,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,telecom,5,5,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,electric,56400,56400,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,railways,6330,6330,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,bhu,3,3,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,schools,8,8,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,roads,70800,70800,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Exp,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,crop,3091473,3091473,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,buildLow56,8127453.6,8127453.6,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,buildLow44,17361603.07,17361603.07,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,buildHigh,1757678.4,1757678.4,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,telecom,5833.38,5833.38,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,electric,13689,13689,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,railways,6535620,6535620,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,bhu,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,schools,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,roads,751410,751410,0,0.00
25_present_redcapacity,25,present,redcapacity,Kashmore,Dmg,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,crop,11024.01,11024.01,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,buildLow56,1936872,1936872,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,buildLow44,1521828,1521828,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,buildHigh,600300,600300,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,telecom,25,25,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,electric,42630,42630,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,railways,2340,2340,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,bhu,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,schools,37,37,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,roads,148800,148800,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Exp,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,crop,3349625.4,3349625.4,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,buildLow56,13399344,13399344,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,buildLow44,28672807.68,28672807.68,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,buildHigh,7220491.2,7220491.2,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,telecom,19166.82,19166.82,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,electric,13770,13770,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,railways,1472310,1472310,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,bhu,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,schools,137122.14,137122.14,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,roads,2116530,2116530,0,0.00
25_present_redcapacity,25,present,redcapacity,Larkana,Dmg,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,crop,137221.11,135523.98,1697.1299999999756,1.24
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,buildLow56,16107840,13462344,2645496,16.42
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,buildLow44,12656160,10577556,2078604,16.42
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,buildHigh,2940300,1602000,1338300,45.52
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,telecom,40,33,7,17.50
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,electric,320700,305880,14820,4.62
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,railways,29130,24960,4170,14.32
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,hospitals,10,10,0,0.00
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,bhu,22,20,2,9.09
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,schools,296,262,34,11.49
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,roads,741870,699570,42300,5.70
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Exp,hydraulic,48630,48630,0,0.00
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,crop,159183773.1,157720107.6,1463665.5,0.92
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,buildLow56,309393604.8,272037376.8,37356228,12.07
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,buildLow44,680844890.88,600421282.55,80423608.33000004,11.81
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,buildHigh,65412414,42030366.75,23382047.25,35.75
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,telecom,37500.3,35833.62,1666.6800000000003,4.44
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,electric,1258254,1254204,4050,0.32
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,railways,47296890,42695280,4601610,9.73
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,hospitals,502651.7,502651.7,0,0.00
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,bhu,142026.3,134742.9,7283.399999999994,5.13
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,schools,3637135.73,3306129.48,331006.25,9.10
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,roads,33087474,32209488,877986,2.65
25_present_redcapacity,25,present,redcapacity,Qambar Shahdadkot,Dmg,hydraulic,1563570,1563570,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,crop,28263.51,28263.51,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,buildLow56,2747808,2747808,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,buildLow44,2158992,2158992,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,buildHigh,1029600,1029600,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,telecom,33,33,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,electric,76470,76470,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,railways,5970,5970,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,hospitals,1,1,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,bhu,3,3,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,schools,44,44,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,roads,299190,299190,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Exp,hydraulic,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,crop,6641870.4,6641870.4,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,buildLow56,12545215.2,12545215.2,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,buildLow44,26880733.44,26880733.44,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,buildHigh,8350804.35,8350804.35,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,telecom,5000.04,5000.04,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,electric,7776,7776,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,railways,3021570,3021570,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,hospitals,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,bhu,0,0,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,schools,176792.4,176792.4,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,roads,3191508,3191508,0,0.00
25_present_redcapacity,25,present,redcapacity,Shikarpur,Dmg,hydraulic,0,0,0,0.00
50_future_breaches,50,future,breaches,TOTAL,Exp,crop,570734.91,567515.88,3219.030000000028,0.56
50_future_breaches,50,future,breaches,TOTAL,Exp,buildLow56,71603280,65809296,5793984,8.09
50_future_breaches,50,future,breaches,TOTAL,Exp,buildLow44,56259720,51707304,4552416,8.09
50_future_breaches,50,future,breaches,TOTAL,Exp,buildHigh,20258100,16127100,4131000,20.39
50_future_breaches,50,future,breaches,TOTAL,Exp,telecom,359,327,32,8.91
50_future_breaches,50,future,breaches,TOTAL,Exp,electric,1687050,1649880,37170,2.20
50_future_breaches,50,future,breaches,TOTAL,Exp,railways,216360,209160,7200,3.33
50_future_breaches,50,future,breaches,TOTAL,Exp,hospitals,23,23,0,0.00
50_future_breaches,50,future,breaches,TOTAL,Exp,bhu,107,101,6,5.61
50_future_breaches,50,future,breaches,TOTAL,Exp,schools,1117,1036,81,7.25
50_future_breaches,50,future,breaches,TOTAL,Exp,roads,4231260,4078140,153120,3.62
50_future_breaches,50,future,breaches,TOTAL,Exp,hydraulic,183810,183810,0,0.00
50_future_breaches,50,future,breaches,TOTAL,Dmg,crop,762502078.8,757297411.2,5204667.599999905,0.68
50_future_breaches,50,future,breaches,TOTAL,Dmg,buildLow56,1784667729.6,1621045440,163622289.5999999,9.17
50_future_breaches,50,future,breaches,TOTAL,Dmg,buildLow44,4407591348.87,4028714959.1,378876389.77,8.60
50_future_breaches,50,future,breaches,TOTAL,Dmg,buildHigh,954796131.9,767504860.65,187291271.25,19.62
50_future_breaches,50,future,breaches,TOTAL,Dmg,telecom,4747121.31,4422535.38,324585.9299999997,6.84
50_future_breaches,50,future,breaches,TOTAL,Dmg,electric,26171343,25742529,428814,1.64
