Scenario,ReturnPeriod,Climate,Maintenance,Region,Mode,Asset,Baseline_Value,RingBunds_Value,Reduction_Absolute,Reduction_Percentage
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,telecom,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,electric,17640,17640,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,railways,3330,3330,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,bhu,2,2,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,schools,3,3,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,roads,19260,19260,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Exp,hydraulic,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,crop,1027986.3,1027986.3,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,buildLow56,2628007.2,2628007.2,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,buildLow44,5596183.29,5596183.29,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,buildHigh,310437.9,310437.9,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,telecom,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,electric,3888,3888,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,railways,1662120,1662120,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,bhu,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,schools,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,roads,185382,185382,0,0.00
5_future_redcapacity,5,future,redcapacity,Kashmore,Dmg,hydraulic,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,crop,4005.54,4005.54,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,buildLow56,706104,706104,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,buildLow44,554796,554796,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,buildHigh,135900,135900,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,telecom,7,7,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,electric,16200,16200,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,railways,1170,1170,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,bhu,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,schools,12,12,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,roads,56100,56100,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Exp,hydraulic,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,crop,508048.2,508048.2,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,buildLow56,2328480,2328480,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,buildLow44,4954549.25,4954549.25,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,buildHigh,563743.8,563743.8,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,telecom,1666.68,1666.68,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,electric,2268,2268,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,railways,492480,492480,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,bhu,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,schools,40689.93,40689.93,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,roads,402516,402516,0,0.00
5_future_redcapacity,5,future,redcapacity,Larkana,Dmg,hydraulic,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,crop,60775.11,60136.92,638.1900000000023,1.05
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,buildLow56,6028344,5202288,826056,13.70
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,buildLow44,4736556,4087512,649044,13.70
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,buildHigh,963900,549000,414900,43.04
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,telecom,18,15,3,16.67
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,electric,132900,129210,3690,2.78
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,railways,19170,17070,2100,10.95
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,hospitals,4,4,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,bhu,10,8,2,20.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,schools,119,107,12,10.08
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,roads,359040,346050,12990,3.62
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Exp,hydraulic,20820,20820,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,crop,26080639.2,26011764.9,68874.30000000075,0.26
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,buildLow56,42078808.8,39838176,2240632.799999997,5.32
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,buildLow44,90743849.85,85947827.32,4796022.530000001,5.29
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,buildHigh,5497681.95,3990763.35,1506918.6,27.41
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,telecom,3333.36,3333.36,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,electric,261306,260253,1053,0.40
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,railways,8568810,7917300,651510,7.60
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,hospitals,192864.43,192864.43,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,bhu,29133.6,29133.6,0,0.00
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,schools,396314.07,355624.15,40689.919999999984,10.27
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,roads,8107290,8035956,71334,0.88
5_future_redcapacity,5,future,redcapacity,Qambar Shahdadkot,Dmg,hydraulic,300600,300600,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,crop,10870.56,10870.56,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,buildLow56,1173816,1173816,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,buildLow44,922284,922284,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,buildHigh,471600,471600,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,telecom,19,19,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,electric,33150,33150,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,railways,3030,3030,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,bhu,2,2,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,schools,26,26,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,roads,142260,142260,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Exp,hydraulic,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,crop,1514977.2,1514977.2,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,buildLow56,3730860,3730860,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,buildLow44,8006929.92,8006929.92,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,buildHigh,1767086.55,1767086.55,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,telecom,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,electric,3321,3321,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,railways,738720,738720,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,hospitals,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,bhu,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,schools,0,0,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,roads,1306044,1306044,0,0.00
5_future_redcapacity,5,future,redcapacity,Shikarpur,Dmg,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Exp,crop,149202.72,148938.48,264.2399999999907,0.18
5_present_breaches,5,present,breaches,TOTAL,Exp,buildLow56,13858992,13431600,427392,3.08
5_present_breaches,5,present,breaches,TOTAL,Exp,buildLow44,10889208,10553400,335808,3.08
5_present_breaches,5,present,breaches,TOTAL,Exp,buildHigh,2772900,2567700,205200,7.40
5_present_breaches,5,present,breaches,TOTAL,Exp,telecom,66,64,2,3.03
5_present_breaches,5,present,breaches,TOTAL,Exp,electric,400140,396180,3960,0.99
5_present_breaches,5,present,breaches,TOTAL,Exp,railways,48060,46500,1560,3.25
5_present_breaches,5,present,breaches,TOTAL,Exp,hospitals,6,6,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Exp,bhu,28,28,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Exp,schools,207,201,6,2.90
5_present_breaches,5,present,breaches,TOTAL,Exp,roads,1041630,1029510,12120,1.16
5_present_breaches,5,present,breaches,TOTAL,Exp,hydraulic,62940,62940,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,crop,78593397.3,78559707.6,33689.70000000298,0.04
5_present_breaches,5,present,breaches,TOTAL,Dmg,buildLow56,101678371.2,100345845.6,1332525.600000009,1.31
5_present_breaches,5,present,breaches,TOTAL,Dmg,buildLow44,222253396.98,219391400.44,2861996.5399999917,1.29
5_present_breaches,5,present,breaches,TOTAL,Dmg,buildHigh,28322102.25,27842628.15,479474.1000000015,1.69
5_present_breaches,5,present,breaches,TOTAL,Dmg,telecom,150001.2,150001.2,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,electric,441612,441612,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,railways,26534070,25610670,923400,3.48
5_present_breaches,5,present,breaches,TOTAL,Dmg,hospitals,192864.43,192864.43,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,bhu,48556,48556,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,schools,636714.82,636714.82,0,0.00
5_present_breaches,5,present,breaches,TOTAL,Dmg,roads,18328248,18264312,63936,0.35
5_present_breaches,5,present,breaches,TOTAL,Dmg,hydraulic,1679040,1679040,0,0.00
5_present_breaches,5,present,breaches,Dadu,Exp,crop,43309.89,43235.91,73.97999999999593,0.17
5_present_breaches,5,present,breaches,Dadu,Exp,buildLow56,3744216,3655008,89208,2.38
5_present_breaches,5,present,breaches,Dadu,Exp,buildLow44,2941884,2871792,70092,2.38
5_present_breaches,5,present,breaches,Dadu,Exp,buildHigh,981900,927000,54900,5.59
5_present_breaches,5,present,breaches,Dadu,Exp,telecom,10,9,1,10.00
5_present_breaches,5,present,breaches,Dadu,Exp,electric,115890,114420,1470,1.27
5_present_breaches,5,present,breaches,Dadu,Exp,railways,3360,3360,0,0.00
5_present_breaches,5,present,breaches,Dadu,Exp,hospitals,1,1,0,0.00
5_present_breaches,5,present,breaches,Dadu,Exp,bhu,8,8,0,0.00
5_present_breaches,5,present,breaches,Dadu,Exp,schools,40,40,0,0.00
5_present_breaches,5,present,breaches,Dadu,Exp,roads,232440,229380,3060,1.32
5_present_breaches,5,present,breaches,Dadu,Exp,hydraulic,20700,20700,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,crop,28502664.3,28497852.9,4811.400000002235,0.02
5_present_breaches,5,present,breaches,Dadu,Dmg,buildLow56,34475263.2,34323912,151351.20000000298,0.44
5_present_breaches,5,present,breaches,Dadu,Dmg,buildLow44,75283350.91,74956185.21,327165.700000003,0.43
5_present_breaches,5,present,breaches,Dadu,Dmg,buildHigh,13014110.7,12979862.55,34248.14999999851,0.26
5_present_breaches,5,present,breaches,Dadu,Dmg,telecom,25000.2,25000.2,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,electric,103923,103923,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,railways,369360,369360,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,bhu,41272.6,41272.6,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,schools,160040.58,160040.58,0,0.00
5_present_breaches,5,present,breaches,Dadu,Dmg,roads,4584816,4573476,11340,0.25
5_present_breaches,5,present,breaches,Dadu,Dmg,hydraulic,203220,203220,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,crop,24907.86,24907.86,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,buildLow56,2730672,2664144,66528,2.44
5_present_breaches,5,present,breaches,Jacobabad,Exp,buildLow44,2145528,2093256,52272,2.44
5_present_breaches,5,present,breaches,Jacobabad,Exp,buildHigh,404100,396000,8100,2.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,telecom,19,19,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,electric,80400,79950,450,0.56
5_present_breaches,5,present,breaches,Jacobabad,Exp,railways,20430,19800,630,3.08
5_present_breaches,5,present,breaches,Jacobabad,Exp,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,bhu,9,9,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,schools,40,40,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Exp,roads,221520,217920,3600,1.63
5_present_breaches,5,present,breaches,Jacobabad,Exp,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,crop,5476650.3,5476650.3,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,buildLow56,13728506.4,13323139.2,405367.2000000011,2.95
5_present_breaches,5,present,breaches,Jacobabad,Dmg,buildLow44,29428717.82,28568263.68,860454.1400000006,2.92
5_present_breaches,5,present,breaches,Jacobabad,Dmg,buildHigh,2182473.45,2182473.45,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,telecom,6666.72,6666.72,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,electric,3483,3483,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,railways,6061950,5631030,430920,7.11
5_present_breaches,5,present,breaches,Jacobabad,Dmg,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,schools,144648.32,144648.32,0,0.00
5_present_breaches,5,present,breaches,Jacobabad,Dmg,roads,2138400,2093742,44658,2.09
5_present_breaches,5,present,breaches,Jacobabad,Dmg,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,crop,20933.19,20933.19,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,buildLow56,1557360,1557360,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,buildLow44,1223640,1223640,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,buildHigh,490500,490500,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,telecom,16,16,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,electric,54270,54270,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,railways,8040,8040,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,hospitals,1,1,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,bhu,2,2,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,schools,11,11,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,roads,132270,132270,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Exp,hydraulic,24270,24270,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,crop,29734382.7,29734382.7,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,buildLow56,28414864.8,28414864.8,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,buildLow44,63840915.07,63840915.07,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,buildHigh,9817264.8,9817264.8,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,telecom,115000.92,115000.92,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,electric,286821,286821,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,railways,16474140,16474140,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,hospitals,64288.14,64288.14,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,schools,137122.14,137122.14,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,roads,5050782,5050782,0,0.00
5_present_breaches,5,present,breaches,Jamshoro,Dmg,hydraulic,1120410,1120410,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,crop,4895.1,4895.1,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,buildLow56,365904,365904,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,buildLow44,287496,287496,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,buildHigh,19800,19800,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,telecom,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,electric,14070,14070,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,railways,2100,2100,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,bhu,2,2,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,schools,2,2,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,roads,12330,12330,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Exp,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,crop,813077.1,813077.1,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,buildLow56,1716724.8,1716724.8,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,buildLow44,3660560.64,3660560.64,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,buildHigh,102744.45,102744.45,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,telecom,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,electric,1701,1701,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,railways,677160,677160,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,schools,0,0,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,roads,56700,56700,0,0.00
5_present_breaches,5,present,breaches,Kashmore,Dmg,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,crop,2697.03,2697.03,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,buildLow56,452592,452592,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,buildLow44,355608,355608,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,buildHigh,80100,80100,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,telecom,2,2,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,electric,10770,10770,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,railways,480,480,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,schools,7,7,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,roads,38130,38130,0,0.00
5_present_breaches,5,present,breaches,Larkana,Exp,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,crop,224650.8,224650.8,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,buildLow56,1228802.4,1228802.4,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,buildLow44,2645685.51,2645685.51,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,buildHigh,410977.8,410977.8,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,telecom,833.34,833.34,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,electric,1620,1620,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,railways,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,schools,32144.07,32144.07,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,roads,195318,195318,0,0.00
5_present_breaches,5,present,breaches,Larkana,Dmg,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,crop,45030.69,44840.43,190.26000000000204,0.42
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,buildLow56,4244184,3972528,271656,6.40
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,buildLow44,3334716,3121272,213444,6.40
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,buildHigh,538200,396000,142200,26.42
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,telecom,14,13,1,7.14
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,electric,102750,100710,2040,1.99
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,railways,11460,10530,930,8.12
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,hospitals,4,4,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,bhu,5,5,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,schools,91,85,6,6.59
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,roads,300750,295290,5460,1.82
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Exp,hydraulic,17970,17970,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,crop,13135468.5,13106590.2,28878.300000000745,0.22
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,buildLow56,20625040.8,19849233.6,775807.1999999993,3.76
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,buildLow44,44183031.54,42508654.84,1674376.6999999955,3.79
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,buildHigh,2057093.55,1611867.6,445225.94999999995,21.64
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,telecom,2500.02,2500.02,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,electric,43335,43335,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,railways,2766780,2274300,492480,17.80
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,hospitals,128576.29,128576.29,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,bhu,7283.4,7283.4,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,schools,162759.71,162759.71,0,0.00
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,roads,5703912,5695974,7938,0.14
5_present_breaches,5,present,breaches,Qambar Shahdadkot,Dmg,hydraulic,355410,355410,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,crop,7428.96,7428.96,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,buildLow56,764064,764064,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,buildLow44,600336,600336,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,buildHigh,258300,258300,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,telecom,5,5,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,electric,21990,21990,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,railways,2190,2190,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,bhu,2,2,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,schools,16,16,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,roads,104190,104190,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Exp,hydraulic,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,crop,706503.6,706503.6,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,buildLow56,1489168.8,1489168.8,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,buildLow44,3211135.49,3211135.49,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,buildHigh,737437.5,737437.5,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,telecom,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,electric,729,729,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,railways,184680,184680,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,hospitals,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,bhu,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,schools,0,0,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,roads,598320,598320,0,0.00
5_present_breaches,5,present,breaches,Shikarpur,Dmg,hydraulic,0,0,0,0.00
5_present_perfect,5,present,perfect,TOTAL,Exp,crop,134101.89,133847.91,253.98000000001048,0.19
5_present_perfect,5,present,perfect,TOTAL,Exp,buildLow56,12805632,12379248,426384,3.33
5_present_perfect,5,present,perfect,TOTAL,Exp,buildLow44,10061568,9726552,335016,3.33
5_present_perfect,5,present,perfect,TOTAL,Exp,buildHigh,2698200,2493000,205200,7.61
5_present_perfect,5,present,perfect,TOTAL,Exp,telecom,66,64,2,3.03
5_present_perfect,5,present,perfect,TOTAL,Exp,electric,379320,375600,3720,0.98
5_present_perfect,5,present,perfect,TOTAL,Exp,railways,48060,46500,1560,3.25
5_present_perfect,5,present,perfect,TOTAL,Exp,hospitals,6,6,0,0.00
5_present_perfect,5,present,perfect,TOTAL,Exp,bhu,27,27,0,0.00
5_present_perfect,5,present,perfect,TOTAL,Exp,schools,192,186,6,3.13
5_present_perfect,5,present,perfect,TOTAL,Exp,roads,987180,975300,11880,1.20
5_present_perfect,5,present,perfect,TOTAL,Exp,hydraulic,56460,56460,0,0.00
5_present_perfect,5,present,perfect,TOTAL,Dmg,crop,71990998.2,71957308.5,33689.70000000298,0.05
5_present_perfect,5,present,perfect,TOTAL,Dmg,buildLow56,92942337.6,91609812,1332525.599999994,1.43
